Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	RelationShipCode	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1037_BIM_USER129	Lavonne	Bergum	#93483	OLD SHORE ROAD 29	arizona	AZ	OTHER	85001	en_US	M	1991-10-29	1037	ET10	1037FE129	1037FE129	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT528				LG91028	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW239	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	2	1970-07-31	PPO	Y	LUCK	LAN	3129	3137	361											2014-11-04	2014-11-04	abcd	FJUT	1037YH129	abcd	Y	Y	E	2014-12-04	1729	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER130	Lawana	Berhalter	#93484	OLD SHORE ROAD 30	arizona	AZ	OTHER	85001	en_US	F	1991-10-30	1037	ET10	1037FE130	1037FE130	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT529				LG91029	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW240	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	461	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	461	1970-07-31	PPO	Y	LUCK	LAN	3130	3138	362											2014-11-04	2014-11-04	abcd	FJUT	1037YH130	abcd	Y	Y	E	2014-12-04	1730	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER131	Lawanda	Berhe	#93485	OLD SHORE ROAD 31	arizona	AZ	OTHER	85001	en_US	M	1991-10-31	1037	ET10	1037FE131	1037FE131	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT530				LG91030	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW241	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4010	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4010	1970-07-31	PPO	Y	LUCK	LAN	3131	3139	363											2014-11-04	2014-11-04	abcd	FJUT	1037YH131	abcd	Y	Y	E	2014-12-04	1731	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER132	Lawanna	Berhow	#93486	OLD SHORE ROAD 32	arizona	AZ	OTHER	85001	en_US	F	1991-11-01	1037	ET10	1037FE132	1037FE132	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT531				LG91031	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW242	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4014	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4014	1970-07-31	PPO	Y	LUCK	LAN	3132	3140	364											2014-11-04	2014-11-04	abcd	FJUT	1037YH132	abcd	Y	Y	E	2014-12-04	1732	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER133	Lawerence	Bering	#93487	OLD SHORE ROAD 33	arizona	AZ	OTHER	85001	en_US	M	1991-11-02	1037	ET10	1037FE133	1037FE133	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT532				LG91032	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW243	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4110	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4110	1970-07-31	PPO	Y	LUCK	LAN	3133	3141	365											2014-11-04	2014-11-04	abcd	FJUT	1037YH133	abcd	Y	Y	E	2014-12-04	1733	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER134	Lawrence	Beringer	#93488	OLD SHORE ROAD 34	arizona	AZ	OTHER	85001	en_US	F	1991-11-03	1037	ET10	1037FE134	1037FE134	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT533				LG91033	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW244	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4114	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4114	1970-07-31	PPO	Y	LUCK	LAN	3134	3142	366											2014-11-04	2014-11-04	abcd	FJUT	1037YH134	abcd	Y	Y	E	2014-12-04	1734	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER135	Lawrence	Berisford	#93489	OLD SHORE ROAD 35	arizona	AZ	OTHER	85001	en_US	M	1991-11-04	1037	ET10	1037FE135	1037FE135	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT534				LG91034	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW245	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4210	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4210	1970-07-31	PPO	Y	LUCK	LAN	3135	3143	367											2014-11-04	2014-11-04	abcd	FJUT	1037YH135	abcd	Y	Y	E	2014-12-04	1735	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER136	Layla	Berish	#93490	OLD SHORE ROAD 36	arizona	AZ	OTHER	85001	en_US	F	1991-11-05	1037	ET10	1037FE136	1037FE136	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT535				LG91035	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW246	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4214	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4214	1970-07-31	PPO	Y	LUCK	LAN	3136	3144	368											2014-11-04	2014-11-04	abcd	FJUT	1037YH136	abcd	Y	Y	E	2014-12-04	1736	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER137	Layne	Berisha	#93491	OLD SHORE ROAD 37	arizona	AZ	OTHER	85001	en_US	M	1991-11-06	1037	ET10	1037FE137	1037FE137	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT536				LG91036	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW247	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4610	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4610	1970-07-31	PPO	Y	LUCK	LAN	3137	3145	369											2014-11-04	2014-11-04	abcd	FJUT	1037YH137	abcd	Y	Y	E	2014-12-04	1737	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER138	Lazaro	Berishaj	#93492	OLD SHORE ROAD 38	arizona	AZ	OTHER	85001	en_US	F	1991-11-07	1037	ET10	1037FE138	1037FE138	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT537				LG91037	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW248	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4710	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4710	1970-07-31	PPO	Y	LUCK	LAN	3138	3146	370											2014-11-04	2014-11-04	abcd	FJUT	1037YH138	abcd	Y	Y	E	2014-12-04	1738	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER139	Le	Berk	#93493	OLD SHORE ROAD 39	arizona	AZ	OTHER	85001	en_US	M	1991-11-08	1037	ET10	1037FE139	1037FE139	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT538				LG91038	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW249	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4714	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4714	1970-07-31	PPO	Y	LUCK	LAN	3139	3147	371											2014-11-04	2014-11-04	abcd	FJUT	1037YH139	abcd	Y	Y	E	2014-12-04	1739	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER140	Lea	Berka	#93494	OLD SHORE ROAD 40	arizona	AZ	OTHER	85001	en_US	F	1991-11-09	1037	ET10	1037FE140	1037FE140	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT539				LG91039	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW250	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9611	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	9611	1970-07-31	PPO	Y	LUCK	LAN	3140	3148	372											2014-11-04	2014-11-04	abcd	FJUT	1037YH140	abcd	Y	Y	E	2014-12-04	1740	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER141	Leah	Berkbigler	#93495	OLD SHORE ROAD 41	arizona	AZ	OTHER	85001	en_US	M	1991-11-10	1037	ET10	1037FE141	1037FE141	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT540				LG91040	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW251	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4314	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4314	1970-07-31	PPO	Y	LUCK	LAN	3141	3149	373											2014-11-04	2014-11-04	abcd	FJUT	1037YH141	abcd	Y	Y	E	2014-12-04	1741	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER142	Lean	Berke	#93496	OLD SHORE ROAD 42	arizona	AZ	OTHER	85001	en_US	F	1991-11-11	1037	ET10	1037FE142	1037FE142	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT541				LG91041	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW252	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4614	CPMO	Ada County			01	OPTED_IN	EV115	role13	incentiveId_ROLE13	4614	1970-07-31	PPO	Y	LUCK	LAN	3142	3150	374											2014-11-04	2014-11-04	abcd	FJUT	1037YH142	abcd	Y	Y	E	2014-12-04	1742	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER143	Leana	Berkebile	#93497	OLD SHORE ROAD 43	arizona	AZ	OTHER	85001	en_US	M	1991-11-12	1037	ET10	1037FE143	1037FE129	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT542				LG91042	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW253	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	2	1970-07-31	PPO	Y	LUCK	LAN	3143	3151	375											2014-11-04	2014-11-04	abcd	FJUT	1037YH143	abcd	Y	Y	E	2014-12-04	1743	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER144	Leandra	Berkeley	#93498	OLD SHORE ROAD 44	arizona	AZ	OTHER	85001	en_US	F	1991-11-13	1037	ET10	1037FE144	1037FE130	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT543				LG91043	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW254	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	461	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	461	1970-07-31	PPO	Y	LUCK	LAN	3144	3152	376											2014-11-04	2014-11-04	abcd	FJUT	1037YH144	abcd	Y	Y	E	2014-12-04	1744	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER145	Leandro	Berken	#93499	OLD SHORE ROAD 45	arizona	AZ	OTHER	85001	en_US	M	1991-11-14	1037	ET10	1037FE145	1037FE131	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT544				LG91044	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW255	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4010	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4010	1970-07-31	PPO	Y	LUCK	LAN	3145	3153	377											2014-11-04	2014-11-04	abcd	FJUT	1037YH145	abcd	Y	Y	E	2014-12-04	1745	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER146	Leann	Berkenbile	#93500	OLD SHORE ROAD 46	arizona	AZ	OTHER	85001	en_US	F	1991-11-15	1037	ET10	1037FE146	1037FE132	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT545				LG91045	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW256	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4014	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4014	1970-07-31	PPO	Y	LUCK	LAN	3146	3154	378											2014-11-04	2014-11-04	abcd	FJUT	1037YH146	abcd	Y	Y	E	2014-12-04	1746	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER147	Leanna	Berkery	#93501	OLD SHORE ROAD 47	arizona	AZ	OTHER	85001	en_US	M	1991-11-16	1037	ET10	1037FE147	1037FE133	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT546				LG91046	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW257	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4110	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4110	1970-07-31	PPO	Y	LUCK	LAN	3147	3155	379											2014-11-04	2014-11-04	abcd	FJUT	1037YH147	abcd	Y	Y	E	2014-12-04	1747	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER148	Leanne	Berkey	#93502	OLD SHORE ROAD 48	arizona	AZ	OTHER	85001	en_US	F	1991-11-17	1037	ET10	1037FE148	1037FE134	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT547				LG91047	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW258	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4114	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4114	1970-07-31	PPO	Y	LUCK	LAN	3148	3156	380											2014-11-04	2014-11-04	abcd	FJUT	1037YH148	abcd	Y	Y	E	2014-12-04	1748	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER149	Leanora	Berkhalter	#93503	OLD SHORE ROAD 49	arizona	AZ	OTHER	85001	en_US	M	1991-11-18	1037	ET10	1037FE149	1037FE135	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT548				LG91048	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW259	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4210	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4210	1970-07-31	PPO	Y	LUCK	LAN	3149	3157	381											2014-11-04	2014-11-04	abcd	FJUT	1037YH149	abcd	Y	Y	E	2014-12-04	1749	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER150	Leatha	Berkheimer	#93504	OLD SHORE ROAD 50	arizona	AZ	OTHER	85001	en_US	F	1991-11-19	1037	ET10	1037FE150	1037FE136	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT549				LG91049	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW260	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4214	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4214	1970-07-31	PPO	Y	LUCK	LAN	3150	3158	382											2014-11-04	2014-11-04	abcd	FJUT	1037YH150	abcd	Y	Y	E	2014-12-04	1750	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER151	Leatrice	Berkhimer	#93505	OLD SHORE ROAD 51	arizona	AZ	OTHER	85001	en_US	M	1991-11-20	1037	ET10	1037FE151	1037FE137	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT550				LG91050	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW261	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4610	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4610	1970-07-31	PPO	Y	LUCK	LAN	3151	3159	383											2014-11-04	2014-11-04	abcd	FJUT	1037YH151	abcd	Y	Y	E	2014-12-04	1751	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER152	Lecia	Berkich	#93506	OLD SHORE ROAD 52	arizona	AZ	OTHER	85001	en_US	F	1991-11-21	1037	ET10	1037FE152	1037FE138	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT551				LG91051	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW262	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4710	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4710	1970-07-31	PPO	Y	LUCK	LAN	3152	3160	384											2014-11-04	2014-11-04	abcd	FJUT	1037YH152	abcd	Y	Y	E	2014-12-04	1752	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER153	Leda	Berkley	#93507	OLD SHORE ROAD 53	arizona	AZ	OTHER	85001	en_US	M	1991-11-22	1037	ET10	1037FE153	1037FE139	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT552				LG91052	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW263	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4714	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4714	1970-07-31	PPO	Y	LUCK	LAN	3153	3161	385											2014-11-04	2014-11-04	abcd	FJUT	1037YH153	abcd	Y	Y	E	2014-12-04	1753	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER154	Lee	Berkman	#93508	OLD SHORE ROAD 54	arizona	AZ	OTHER	85001	en_US	F	1991-11-23	1037	ET10	1037FE154	1037FE140	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT553				LG91053	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW264	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9611	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	9611	1970-07-31	PPO	Y	LUCK	LAN	3154	3162	386											2014-11-04	2014-11-04	abcd	FJUT	1037YH154	abcd	Y	Y	E	2014-12-04	1754	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER155	Lee	Berkoff	#93509	OLD SHORE ROAD 55	arizona	AZ	OTHER	85001	en_US	M	1991-11-24	1037	ET10	1037FE155	1037FE141	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT554				LG91054	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW265	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4314	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4314	1970-07-31	PPO	Y	LUCK	LAN	3155	3163	387											2014-11-04	2014-11-04	abcd	FJUT	1037YH155	abcd	Y	Y	E	2014-12-04	1755	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER156	Leeann	Berkovich	#93510	OLD SHORE ROAD 56	arizona	AZ	OTHER	85001	en_US	F	1991-11-25	1037	ET10	1037FE156	1037FE142	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT555				LG91055	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW266	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4614	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	4614	1970-07-31	PPO	Y	LUCK	LAN	3156	3164	388											2014-11-04	2014-11-04	abcd	FJUT	1037YH156	abcd	Y	Y	E	2014-12-04	1756	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER157	Leeanna	Berkovitch	#93511	OLD SHORE ROAD 57	arizona	AZ	OTHER	85001	en_US	M	1991-11-26	1037	ET10	1037FE157	1037FE157	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT556				LG91056	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW267	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	1	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	1	1970-07-31	PPO	Y	LUCK	LAN	3157	3165	389											2014-11-04	2014-11-04	abcd	FJUT	1037YH157	abcd	Y	Y	E	2014-12-04	1757	CHRA1RNCHILD1Y	FTE	You Only
